name,url,property_type,source
Cable TV Tower有線電視大樓,/building/cable-tv-tower/8180,industrial,direct_link
Cafe de Coral Centre大家樂中心,/building/cafe-de-coral-centre/12468,industrial,direct_link
Cainiao Hong Kong Smart Gateway菜鳥香港智慧港,/building/cainiao-hong-kong-smart-gateway/17732,industrial,direct_link
Cambridge Plaza劍橋廣場,/building/cambridge-plaza/6496,industrial,direct_link
Camelpaint Building Block I駱駝漆大廈第一座,/building/camelpaint-building-block-i/5592,industrial,direct_link
Camelpaint Building Block II駱駝漆大廈第二座,/building/camelpaint-building-block-ii/5593,industrial,direct_link
Camelpaint Building Block III駱駝漆大廈第三座,/building/camelpaint-building-block-iii/5596,industrial,direct_link
Cameron Sino Technology Centre金岸科技中心,/building/cameron-sino-technology-centre/8049,industrial,direct_link
Canny Industrial Building佳力工業大廈,/building/canny-industrial-building/7917,industrial,direct_link
Cantake Factory Building堅德工業大廈,/building/cantake-factory-building/4951,industrial,direct_link
Capella HTR嘉鴻中心,/building/capella-htr/4723,industrial,direct_link
Capital Trade Centre京貿中心,/building/capital-trade-centre/7188,industrial,direct_link
Cardinal Industrial Building基力工業大廈,/building/cardinal-industrial-building/16270,industrial,direct_link
Career and Kenson Industrial Mansion金凱工業大廈,/building/career-and-kenson-industrial-mansion/4702,industrial,direct_link
Cargo Consolidation Complex集運中心,/building/cargo-consolidation-complex/17360,industrial,direct_link
CCT Telecom Building中建電訊大廈,/building/cct-telecom-building/7004,industrial,direct_link
Central Industrial Building中央工業大廈,/building/central-industrial-building/11471,industrial,direct_link
Centre 600陸佰中心,/building/centre-600/7783,industrial,direct_link
Centro Sound Industrial Building新高聲工業大廈,/building/centro-sound-industrial-building/13558,industrial,direct_link
Century Centre世紀中心,/building/century-centre/16395,industrial,direct_link
Century Centre世紀工商中心,/building/century-centre/4719,industrial,direct_link
Century Industrial Building世紀城市工業大廈,/building/century-industrial-building/16325,industrial,direct_link
Century Industrial Centre世紀工業大廈,/building/century-industrial-centre/11178,industrial,direct_link
CEO Tower環薈中心,/building/ceo-tower/5560,industrial,direct_link
Chai Wan Factory Estate柴灣工廠邨大廈,/building/chai-wan-factory-estate/13254,industrial,direct_link
Chai Wan Industrial Centre柴灣中心工業大廈,/building/chai-wan-industrial-centre/4445,industrial,direct_link
Chai Wan Industrial City Phase I柴灣工業城1座,/building/chai-wan-industrial-city-phase-i/4402,industrial,direct_link
Chai Wan Industrial City Phase II柴灣工業城2座,/building/chai-wan-industrial-city-phase-ii/4403,industrial,direct_link
Chao's Industrial Building鴻文工業大廈,/building/chao-s-industrial-building/16352,industrial,direct_link
Charm Centre時運中心,/building/charm-centre/3378,industrial,direct_link
Che Wah Industrial Building致華工業大廈,/building/che-wah-industrial-building/17323,industrial,direct_link
Chen Yip Industrial Building振業工業大廈,/building/chen-yip-industrial-building/11445,industrial,direct_link
Cheong Fat Factory Building昌發工廠大廈,/building/cheong-fat-factory-building/7046,industrial,direct_link
Cheong Lee Building昌利大廈,/building/cheong-lee-building/11729,industrial,direct_link
Cheong Shing Industrial Building昌盛工業大廈,/building/cheong-shing-industrial-building/13500,industrial,direct_link
Cheong Tai Factory Building昌泰工廠大廈,/building/cheong-tai-factory-building/17423,industrial,direct_link
Cheong Tai Industrial Building昌泰工業大廈,/building/cheong-tai-industrial-building/12153,industrial,direct_link
Cheong Wah Factory Building昌華工廠大廈,/building/cheong-wah-factory-building/4502,industrial,direct_link
Cheong Wei Industrial Building長匯工業大廈,/building/cheong-wei-industrial-building/14457,industrial,direct_link
Cheung Fat Building長發大廈,/building/cheung-fat-building/8776,industrial,direct_link
Cheung Fat Industrial Building長發工業大廈,/building/cheung-fat-industrial-building/8081,industrial,direct_link
Cheung Fung Industrial Building長豐工業大廈,/building/cheung-fung-industrial-building/11572,industrial,direct_link
Cheung Hing Industrial Building長慶工業大廈,/building/cheung-hing-industrial-building/17931,industrial,direct_link
Cheung Hing Industrial Building祥興工業大廈,/building/cheung-hing-industrial-building/4382,industrial,direct_link
Cheung Hing Shing Centre昌興盛中心,/building/cheung-hing-shing-centre/6408,industrial,direct_link
Cheung Kong Factory Building長江工廠大廈,/building/cheung-kong-factory-building/8016,industrial,direct_link
Cheung Lee Industrial Building祥利工業大廈,/building/cheung-lee-industrial-building/4405,industrial,direct_link
Cheung Lung Industrial Building昌隆工業大廈,/building/cheung-lung-industrial-building/6051,industrial,direct_link
Cheung Tak Industrial Building長德工業大廈,/building/cheung-tak-industrial-building/3850,industrial,direct_link
Cheung Tat Centre祥達中心,/building/cheung-tat-centre/4408,industrial,direct_link
Cheung Wah Industrial Building長華工業大廈,/building/cheung-wah-industrial-building/11271,industrial,direct_link
Cheung Wing Industrial Building長榮工業大廈,/building/cheung-wing-industrial-building/7891,industrial,direct_link
Cheung Yick Industrial Building長益工業大廈,/building/cheung-yick-industrial-building/5652,industrial,direct_link
Chevalier Cold Storage Building其士冷藏倉庫,/building/chevalier-cold-storage-building/17324,industrial,direct_link
Chevalier Industrial Building其士工業大廈,/building/chevalier-industrial-building/13603,industrial,direct_link
Chevalier Warehouse Building其士貨倉大廈,/building/chevalier-warehouse-building/16299,industrial,direct_link
Chi Ko Industrial Building致高工業大廈,/building/chi-ko-industrial-building/4410,industrial,direct_link
Chiap King Industrial Building捷景工業大廈,/building/chiap-king-industrial-building/13277,industrial,direct_link
Chiap Luen Industrial Building捷聯工業大廈,/building/chiap-luen-industrial-building/7345,industrial,direct_link
Chiaphua Centre捷和中心,/building/chiaphua-centre/10668,industrial,direct_link
Chiaphua Industrial Building捷和實業有限公司,/building/chiaphua-industrial-building/16277,industrial,direct_link
Chilcott Industrial Building榮韶工業大廈,/building/chilcott-industrial-building/4948,industrial,direct_link
Chin Fat Factory Building振發工廠大廈,/building/chin-fat-factory-building/16431,industrial,direct_link
China Aerospace Centre航天科技中心,/building/china-aerospace-centre/5369,industrial,direct_link
China Fen Hin Building中國宏興大廈,/building/china-fen-hin-building/7428,industrial,direct_link
China Industrial Building中華工業大廈,/building/china-industrial-building/5278,industrial,direct_link
China Merchants Godown招商局貨倉,/building/china-merchants-godown/16868,industrial,direct_link
China Merchants Godown B招商局第二貨倉,/building/china-merchants-godown-b/16869,industrial,direct_link
China Merchants Logistics Centre招商局物流中心,/building/china-merchants-logistics-centre/17098,industrial,direct_link
China Pacific Industrial Building中太工業大廈,/building/china-pacific-industrial-building/5567,industrial,direct_link
China Paint Building中華漆廠大廈,/building/china-paint-building/2397,industrial,direct_link
China Resources Chai Wan Warehouse華潤柴灣貨倉,/building/china-resources-chai-wan-warehouse/3788,industrial,direct_link
China Resources Int'l Logistics Centre華潤國際物流中心,/building/china-resources-int-l-logistics-centre/16959,industrial,direct_link
China Resources Logistics East Asia Industrial Building華潤物流東亞工業大廈,/building/china-resources-logistics-east-asia-industrial-building/11286,industrial,direct_link
China Resources Logistics Kader Centre華潤物流開達中心,/building/china-resources-logistics-kader-centre/11519,industrial,direct_link
China Resources Logistics Sheung Shui Warehouse華潤物流上水貨倉,/building/china-resources-logistics-sheung-shui-warehouse/16286,industrial,direct_link
China Resources Sha Tin Warehouse華潤沙田貨倉,/building/china-resources-sha-tin-warehouse/7261,industrial,direct_link
China Trade Centre華貿中心,/building/china-trade-centre/4961,industrial,direct_link
China Travel Hip Kee Godown 2中旅協記貨倉二倉,/building/china-travel-hip-kee-godown-2/17895,industrial,direct_link
China United Plaza華匯廣場,/building/china-united-plaza/11452,industrial,direct_link
Chinabest International Centre中信國際中心,/building/chinabest-international-centre/6840,industrial,direct_link
Chinachem Industrial Mansion華懋工業大廈,/building/chinachem-industrial-mansion/13843,industrial,direct_link
Chinachem Wah Yiu Industrial Centre華懋華耀工業中心,/building/chinachem-wah-yiu-industrial-centre/11170,industrial,direct_link
Ching Cheong Industrial Building禎昌工業大廈,/building/ching-cheong-industrial-building/6833,industrial,direct_link
Ching Hing Industrial Building正興工業大廈,/building/ching-hing-industrial-building/17332,industrial,direct_link
Chiu Tat Factory Building超達工廠大廈,/building/chiu-tat-factory-building/6229,industrial,direct_link
Chu Kong Godown Block 1珠江貨倉1倉,/building/chu-kong-godown-block-1/16899,industrial,direct_link
Chu Kong Godown Block 2珠江貨倉2倉,/building/chu-kong-godown-block-2/16898,industrial,direct_link
Chuan Kei Factory Building泉基工業大廈,/building/chuan-kei-factory-building/11540,industrial,direct_link
Chuan Yuan Factory Building泉源工業大廈,/building/chuan-yuan-factory-building/4591,industrial,direct_link
Chung Dah Godown Building中大貨倉大廈,/building/chung-dah-godown-building/7785,industrial,direct_link
Chung Hing Industrial Mansions中興工業大廈,/building/chung-hing-industrial-mansions/4651,industrial,direct_link
Chung Kiu Godown Building中僑貨倉大廈,/building/chung-kiu-godown-building/17325,industrial,direct_link
"Chung Mei Centre, Block A中美中心A座",/building/chung-mei-centre-block-a/7883,industrial,direct_link
"Chung Mei Centre, Block B中美中心B座",/building/chung-mei-centre-block-b/7884,industrial,direct_link
Chung On Industrial Building中安工業大廈,/building/chung-on-industrial-building/4447,industrial,direct_link
Chung Pak Health Care Services Complex松柏康健服務大樓,/building/chung-pak-health-care-services-complex/4688,industrial,direct_link
Chung Shun Knitting Centre忠信針織中心,/building/chung-shun-knitting-centre/17326,industrial,direct_link
CITIC  Telecom Tower中信電訊大廈,/building/citic-telecom-tower/7628,industrial,direct_link
City Industrial Complex城市工業中心,/building/city-industrial-complex/12435,industrial,direct_link
CKK Industrial Building朱鈞記工貿大廈,/building/ckk-industrial-building/16274,industrial,direct_link
Clifford Centre香港中心,/building/clifford-centre/6301,industrial,direct_link
Co-Tack Industrial Building同德工業大廈,/building/co-tack-industrial-building/16347,industrial,direct_link
Coda Designer Centre科達設計中心,/building/coda-designer-centre/3842,industrial,direct_link
Comweb Plaza經達廣場,/building/comweb-plaza/7436,industrial,direct_link
Continental Electric Building康大電業大廈,/building/continental-electric-building/5240,industrial,direct_link
CORE45創匯廣場,/building/core45/7179,industrial,direct_link
Cornell Centre港利中心,/building/cornell-centre/4401,industrial,direct_link
Corporation Square商業廣場,/building/corporation-square/6566,industrial,direct_link
CPL Aromas (Far East) LtdCPL香料(遠東)有限公司,/building/cpl-aromas-far-east-ltd/8183,industrial,direct_link
CRE Centre華創中心,/building/cre-centre/6313,industrial,direct_link
Crown Data Centre I嘉栢中心I,/building/crown-data-centre-i/17478,industrial,direct_link
Crown Data Centre II嘉栢中心II,/building/crown-data-centre-ii/17448,industrial,direct_link
Crown Data Centre III嘉栢中心III,/building/crown-data-centre-iii/13027,industrial,direct_link
Crown Industrial Building冠力工業大廈,/building/crown-industrial-building/4596,industrial,direct_link
Crown Pacific Building嘉柏大廈,/building/crown-pacific-building/4842,industrial,direct_link
D.J. Building申新大廈,/building/d-j-building/5352,industrial,direct_link
Dah Chong Hong Group Building大昌行集團大廈,/building/dah-chong-hong-group-building/4615,industrial,direct_link
Dah Keung Godown大強貨倉,/building/dah-keung-godown/5355,industrial,direct_link
Dan6,/building/dan6/12162,industrial,direct_link
Darton Tower達通大廈,/building/darton-tower/17671,industrial,direct_link
Decca Industrial Centre達藝工業中心,/building/decca-industrial-centre/13253,industrial,direct_link
Delya Industrial Centre Block A德雅工業中心A座,/building/delya-industrial-centre-block-a/15065,industrial,direct_link
Delya Industrial Centre Block B德雅工業中心B座,/building/delya-industrial-centre-block-b/17479,industrial,direct_link
Delya Industrial Centre Block C德雅工業中心C座,/building/delya-industrial-centre-block-c/17480,industrial,direct_link
Derrick Industrial Building得力工業大廈,/building/derrick-industrial-building/3819,industrial,direct_link
Digital Realty Kin ChuenDigital Realty健全街數據中心,/building/digital-realty-kin-chuen/17327,industrial,direct_link
Dormind Industrial Building多利工業大廈,/building/dormind-industrial-building/10644,industrial,direct_link
Draco Industrial Building天輝工業大廈,/building/draco-industrial-building/11444,industrial,direct_link
Dragon Industrial Building龍翔工業大廈,/building/dragon-industrial-building/7789,industrial,direct_link
DSL Warehouse清甜街8-12號,/building/dsl-warehouse/17760,industrial,direct_link
E-Commerce Logistics Centre網豐物流中心,/building/e-commerce-logistics-centre/4558,industrial,direct_link
E. Tat Factory Building怡達工業大廈,/building/e-tat-factory-building/11528,industrial,direct_link
E. Wah Factory Building怡華工業大廈,/building/e-wah-factory-building/3847,industrial,direct_link
EAC Distribution Centre寶隆洋行,/building/eac-distribution-centre/16310,industrial,direct_link
Early Light International Centre旭日國際中心,/building/early-light-international-centre/13472,industrial,direct_link
East Sun Industrial Building怡生工業大廈,/building/east-sun-industrial-building/7005,industrial,direct_link
East Sun Industrial Centre怡生工業中心,/building/east-sun-industrial-centre/7010,industrial,direct_link
Eastern Centre東達中心,/building/eastern-centre/1671,industrial,direct_link
Eastern Factory Building東方工業大厦,/building/eastern-factory-building/16416,industrial,direct_link
Eastern Harbour Centre東港中心,/building/eastern-harbour-centre/7503,industrial,direct_link
Eastern Sea Industrial Building東海工業大廈,/building/eastern-sea-industrial-building/6832,industrial,direct_link
Easy-Pack Industrial Building依時工業大廈,/building/easy-pack-industrial-building/17383,industrial,direct_link
Edward Wong Tower安泰大廈,/building/edward-wong-tower/6302,industrial,direct_link
Edwick Industrial Building億萬工業中心,/building/edwick-industrial-building/7620,industrial,direct_link
Efficiency House義發工業大廈,/building/efficiency-house/7925,industrial,direct_link
Effort Industrial Building力豐工業大廈,/building/effort-industrial-building/7344,industrial,direct_link
Eight Commercial Tower8號商業廣場,/building/eight-commercial-tower/4139,industrial,direct_link
Eldex Industrial Building義達工業大廈,/building/eldex-industrial-building/6390,industrial,direct_link
Elex Industrial Building宜利大廈,/building/elex-industrial-building/17286,industrial,direct_link
Elite Industrial Centre億利工業中心,/building/elite-industrial-centre/6315,industrial,direct_link
Energy Industrial Centre盛力工業中心,/building/energy-industrial-centre/8043,industrial,direct_link
Entrepot Centre港貿中心,/building/entrepot-centre/4614,industrial,direct_link
Epoch Industrial Building時力工業大廈,/building/epoch-industrial-building/16372,industrial,direct_link
Ever Gain Building永得利大廈,/building/ever-gain-building/6465,industrial,direct_link
Ever Gain Building (No.3)永得利大廈(第三座),/building/ever-gain-building-no-3/5351,industrial,direct_link
Ever Gain Centre永得利中心,/building/ever-gain-centre/16378,industrial,direct_link
Ever Gain Centre永得利中心,/building/ever-gain-centre/12397,industrial,direct_link
Ever Gain Plaza Tower 1永得利廣場一座,/building/ever-gain-plaza-tower-1/7250,industrial,direct_link
Ever Gain Plaza Tower 2永得利廣場二座,/building/ever-gain-plaza-tower-2/7251,industrial,direct_link
Everest Industrial Centre毅力工業中心,/building/everest-industrial-centre/4565,industrial,direct_link
Evergreen Industrial Mansion松柏工業大廈,/building/evergreen-industrial-mansion/5671,industrial,direct_link
Everwin Centre恆勝中心,/building/everwin-centre/4722,industrial,direct_link
Ew International Tower安泰國際中心,/building/ew-international-tower/5340,industrial,direct_link
Excelsior Building大成大廈,/building/excelsior-building/6426,industrial,direct_link
Fabrico Factory Building富都工業大廈,/building/fabrico-factory-building/6821,industrial,direct_link
Famous Horse Centre名駒企業大廈,/building/famous-horse-centre/2391,industrial,direct_link
Fang Brothers Textiles Limited Factory Building華昌工業大廈,/building/fang-brothers-textiles-limited-factory-building/12140,industrial,direct_link
Fanling Industrial Centre粉嶺工貿大廈,/building/fanling-industrial-centre/16320,industrial,direct_link
Fashion Centre時穎中心,/building/fashion-centre/5568,industrial,direct_link
Fast Industrial Building福至工業大廈,/building/fast-industrial-building/3374,industrial,direct_link
Fat Lee Industrial Building發利工業大廈,/building/fat-lee-industrial-building/4748,industrial,direct_link
Favor Industrial Centre飛亞工業中心,/building/favor-industrial-centre/11539,industrial,direct_link
Federal Centre發達中心,/building/federal-centre/3746,industrial,direct_link
Fen Hing Industrial Building宏興工業大廈,/building/fen-hing-industrial-building/17384,industrial,direct_link
Festigood Centre豐樂工貿中心,/building/festigood-centre/11518,industrial,direct_link
Fidelity Godown實用貨倉,/building/fidelity-godown/17361,industrial,direct_link
Fidelity Godown Company Limited實用貨倉有限公司,/building/fidelity-godown-company-limited/17328,industrial,direct_link
First Asia Tower第一亞洲中心,/building/first-asia-tower/12156,industrial,direct_link
Flourish Food Manufactory Centre榮華工業大廈,/building/flourish-food-manufactory-centre/15245,industrial,direct_link
Flourish Industrial Building宏力工業大廈,/building/flourish-industrial-building/3527,industrial,direct_link
Fo Tan Industrial Centre富騰工業中心,/building/fo-tan-industrial-centre/11171,industrial,direct_link
"Focal Industrial Centre, Block A富高工業中心A座",/building/focal-industrial-centre-block-a/8148,industrial,direct_link
"Focal Industrial Centre, Block B富高工業中心B座",/building/focal-industrial-centre-block-b/14614,industrial,direct_link
Fonda Industrial Building峯達工業大廈,/building/fonda-industrial-building/11182,industrial,direct_link
Fook Cheong Building福昌大廈,/building/fook-cheong-building/5587,industrial,direct_link
Fook Hing Factory Building復興工廠大廈,/building/fook-hing-factory-building/14458,industrial,direct_link
Fook Hong Industrial Building福康工業大廈,/building/fook-hong-industrial-building/15082,industrial,direct_link
Fook Shing Industrial Building福成工業大廈,/building/fook-shing-industrial-building/4837,industrial,direct_link
Fook Sing Factory Building福星工廠大廈,/building/fook-sing-factory-building/13499,industrial,direct_link
Fook Woo Group Building福和集團大廈,/building/fook-woo-group-building/16321,industrial,direct_link
Fook Yip Building福業大廈,/building/fook-yip-building/10489,industrial,direct_link
Ford Glory Plaza福源廣場,/building/ford-glory-plaza/5561,industrial,direct_link
Forda Industrial Building福達工業大廈,/building/forda-industrial-building/16925,industrial,direct_link
Fortune Factory Building Block A富誠工業大廈A座,/building/fortune-factory-building-block-a/4440,industrial,direct_link
Fortune Factory Building Block B富誠工業大廈 B座,/building/fortune-factory-building-block-b/4437,industrial,direct_link
Fortune Industrial Building福和工業大廈,/building/fortune-industrial-building/17385,industrial,direct_link
Fortune World Resource Co. Ltd富威資源有限公司,/building/fortune-world-resource-co-ltd/16273,industrial,direct_link
Fou Wah Industrial Building富華工業大廈,/building/fou-wah-industrial-building/16393,industrial,direct_link
Four Seas eFood Centre四洲食品網匯中心,/building/four-seas-efood-centre/17535,industrial,direct_link
Four Seas Group Building四洲集團大廈,/building/four-seas-group-building/16983,industrial,direct_link
Freder Centre飛達工商業中心,/building/freder-centre/4662,industrial,direct_link
Free Trade Centre佳貿中心,/building/free-trade-centre/7189,industrial,direct_link
Fu Cheung Centre富昌中心,/building/fu-cheung-centre/12479,industrial,direct_link
Fu Hang Industrial Building富恆工業大廈,/building/fu-hang-industrial-building/11157,industrial,direct_link
Fu Hop Factory building富合工廠大廈,/building/fu-hop-factory-building/4957,industrial,direct_link
Fu Wah Industrial Building富華工業大廈,/building/fu-wah-industrial-building/16894,industrial,direct_link
Fu Yuen Industrial Building富源工業大廈,/building/fu-yuen-industrial-building/12157,industrial,direct_link
Fuk Cheung Factory Building福昌工廠大廈,/building/fuk-cheung-factory-building/13503,industrial,direct_link
Fuk Chiu Factory Building福照工廠大廈,/building/fuk-chiu-factory-building/13443,industrial,direct_link
Fuk Hong Industrial Building福康工業大廈,/building/fuk-hong-industrial-building/6817,industrial,direct_link
Fuk Keung Industrial Building福強工業大廈,/building/fuk-keung-industrial-building/6819,industrial,direct_link
Fuk On Factory Building福安工廠大廈,/building/fuk-on-factory-building/2385,industrial,direct_link
Fuk Tsun Factory Building福全工廠大廈,/building/fuk-tsun-factory-building/13414,industrial,direct_link
Fuk Wo Industrial Building福和工業大廈,/building/fuk-wo-industrial-building/5403,industrial,direct_link
Full View Factory Building裕耀工廠大廈,/building/full-view-factory-building/6818,industrial,direct_link
Fullagar Industrial Building富嘉工業大廈,/building/fullagar-industrial-building/3948,industrial,direct_link
Fully Industrial Building富利工業大廈,/building/fully-industrial-building/17386,industrial,direct_link
Fun Tower天星中心,/building/fun-tower/4710,industrial,direct_link
Fung King Industrial Building馮敬工業大廈,/building/fung-king-industrial-building/12102,industrial,direct_link
Fung Nin Industrial Building豐年工業大廈,/building/fung-nin-industrial-building/13602,industrial,direct_link
Fung Yip Industrial Building豐業工業大廈,/building/fung-yip-industrial-building/4947,industrial,direct_link
Fung Yu Industrial Building鳳如工業大廈,/building/fung-yu-industrial-building/14771,industrial,direct_link
G2000 Warehouse Building縱橫二千貨倉大廈,/building/g2000-warehouse-building/16272,industrial,direct_link
Galaxy Factory Building嘉時工廠大廈,/building/galaxy-factory-building/4649,industrial,direct_link
Garment Centre製衣工業中心,/building/garment-centre/3310,industrial,direct_link
Gateway TS橋滙,/building/gateway-ts/16371,industrial,direct_link
GDS Data CentreGDS數據中心,/building/gds-data-centre/17948,industrial,direct_link
Gee Chang Hong Centre志昌行中心,/building/gee-chang-hong-centre/3840,industrial,direct_link
